Steps    Q        Rg       Backbone Rama     amhgo    Fragment Membrane ER       TBM_Q    Beta     Pap      Helical  Debye_huckel Total   
0        1.00     11.07    139.24   -212.77  -80.21   -396.79  0.00     0.00     0.00     -23.69   -0.00    0.00     -0.05    -574.27 
1        0.97     10.98    7.71     -297.17  -98.66   -384.23  0.00     0.00     0.00     -25.44   0.00     0.00     -18.39   -816.18 
2        0.41     11.32    549.73   -73.88   -97.83   -229.43  0.00     0.00     0.00     -2.22    -0.00    0.00     -44.65   101.72  
3        0.21     15.21    579.34   -80.70   -77.29   -159.89  0.00     0.00     0.00     -0.85    -0.00    0.00     -16.54   244.07  
4        0.22     15.69    572.69   -61.36   -73.65   -153.69  0.00     0.00     0.00     -1.34    -0.00    0.00     -10.68   271.96  
5        0.19     16.72    574.01   -55.35   -63.79   -168.81  0.00     0.00     0.00     -0.87    0.00     0.00     21.72    306.91  
6        0.22     13.64    565.39   -77.53   -76.61   -138.00  0.00     0.00     0.00     -2.71    -0.00    0.00     -13.08   257.46  
7        0.25     14.41    574.68   -49.29   -63.10   -155.73  0.00     0.00     0.00     -0.77    -0.00    0.00     -2.85    302.93  
8        0.26     13.05    593.23   -70.58   -87.22   -165.67  0.00     0.00     0.00     -0.06    -0.00    0.00     -9.37    260.33  
9        0.27     13.38    526.81   -55.02   -77.35   -187.31  0.00     0.00     0.00     -0.54    -0.22    0.00     -5.26    201.11  
10       0.22     14.24    591.46   -48.15   -63.21   -166.27  0.00     0.00     0.00     -0.01    -0.00    0.00     -17.82   295.99  
11       0.26     12.10    573.83   -92.90   -74.08   -166.55  0.00     0.00     0.00     -0.02    -0.43    0.00     -30.53   209.32  
12       0.28     13.73    595.84   -73.19   -77.14   -152.93  0.00     0.00     0.00     -1.00    -0.00    0.00     -31.10   260.48  
13       0.27     13.79    639.62   -50.61   -73.49   -156.44  0.00     0.00     0.00     -0.67    -0.00    0.00     -17.96   340.44  
14       0.17     15.75    608.52   -48.59   -69.87   -147.86  0.00     0.00     0.00     -0.66    -0.49    0.00     -9.25    331.79  
15       0.16     17.37    588.85   -62.04   -56.62   -155.28  0.00     0.00     0.00     -2.45    0.00     0.00     -25.88   286.57  
16       0.21     16.38    590.83   -44.64   -64.82   -152.10  0.00     0.00     0.00     -6.95    -0.00    0.00     -27.95   294.38  
17       0.24     14.59    577.72   -79.64   -78.50   -159.64  0.00     0.00     0.00     -0.16    -0.22    0.00     -6.06    253.50  
18       0.26     13.83    597.80   -42.42   -73.73   -174.29  0.00     0.00     0.00     -0.22    -0.00    0.00     -20.90   286.25  
19       0.22     14.61    558.34   -48.62   -70.41   -144.70  0.00     0.00     0.00     -0.01    -0.00    0.00     -23.59   271.01  
20       0.21     15.80    549.20   -52.28   -78.70   -136.28  0.00     0.00     0.00     -0.92    -0.00    0.00     -28.52   252.50  
21       0.18     15.57    542.12   -77.20   -73.10   -145.96  0.00     0.00     0.00     -0.79    -0.00    0.00     -12.44   232.63  
22       0.20     15.11    527.29   -95.94   -66.62   -156.77  0.00     0.00     0.00     -0.02    0.00     0.00     -2.93    205.01  
23       0.24     12.72    568.95   -54.32   -66.39   -145.81  0.00     0.00     0.00     -0.33    -0.00    0.00     -31.75   270.35  
24       0.24     13.58    609.05   -71.74   -78.80   -146.88  0.00     0.00     0.00     -1.86    -0.95    0.00     -15.97   292.85  
25       0.21     14.41    570.13   -53.63   -70.73   -154.76  0.00     0.00     0.00     -1.05    -0.09    0.00     -25.07   264.79  
26       0.26     12.48    571.11   -61.91   -78.60   -166.80  0.00     0.00     0.00     -0.97    -0.00    0.00     -16.65   246.19  
27       0.22     14.02    628.29   -61.34   -78.75   -148.62  0.00     0.00     0.00     -0.23    -0.00    0.00     -18.08   321.26  
28       0.23     13.67    590.27   -79.48   -72.30   -173.72  0.00     0.00     0.00     -2.47    -0.00    0.00     -4.67    257.64  
29       0.23     15.19    533.49   -56.81   -70.36   -178.76  0.00     0.00     0.00     -1.26    -0.00    0.00     -17.31   209.01  
30       0.15     21.01    575.06   -83.76   -59.87   -153.28  0.00     0.00     0.00     -0.48    -0.20    0.00     -9.64    267.84  
31       0.17     22.13    612.07   -70.64   -61.74   -162.74  0.00     0.00     0.00     -1.43    -0.00    0.00     -12.85   302.67  
32       0.16     19.54    578.59   -74.26   -67.39   -140.93  0.00     0.00     0.00     -0.60    -0.00    0.00     -8.72    286.70  
33       0.18     18.45    550.02   -53.39   -63.77   -159.21  0.00     0.00     0.00     -0.43    -0.00    0.00     -9.08    264.13  
34       0.18     18.16    572.61   -71.67   -61.41   -151.90  0.00     0.00     0.00     -2.09    -0.00    0.00     2.58     288.12  
35       0.16     19.31    624.98   -43.70   -63.42   -156.08  0.00     0.00     0.00     -1.53    -0.00    0.00     -20.54   339.70  
36       0.17     18.08    536.40   -58.82   -70.16   -160.58  0.00     0.00     0.00     -0.96    -0.00    0.00     -12.56   233.32  
37       0.18     17.82    623.82   -82.28   -66.58   -158.55  0.00     0.00     0.00     -0.19    -0.00    0.00     -10.42   305.80  
38       0.17     17.39    546.38   -64.84   -68.09   -170.11  0.00     0.00     0.00     -1.08    -0.00    0.00     3.63     245.88  
39       0.24     14.33    518.73   -61.46   -74.18   -158.33  0.00     0.00     0.00     -1.63    -0.00    0.00     1.11     224.23  
40       0.25     13.00    581.28   -62.93   -74.42   -154.85  0.00     0.00     0.00     -1.87    -0.00    0.00     -29.12   258.09  
41       0.25     13.81    538.82   -73.89   -72.60   -153.67  0.00     0.00     0.00     -0.31    -0.00    0.00     -8.92    229.44  
42       0.22     13.81    531.30   -67.21   -68.34   -162.73  0.00     0.00     0.00     -0.99    -0.00    0.00     -26.76   205.27  
43       0.26     12.79    528.62   -57.24   -77.96   -150.35  0.00     0.00     0.00     -1.37    -0.00    0.00     9.82     251.53  
44       0.26     14.19    617.25   -84.10   -79.51   -170.74  0.00     0.00     0.00     -1.33    -0.00    0.00     -18.37   263.21  
45       0.19     16.75    552.10   -81.97   -64.64   -169.24  0.00     0.00     0.00     -1.21    -0.00    0.00     -3.33    231.70  
46       0.14     17.68    608.74   -51.18   -66.74   -135.20  0.00     0.00     0.00     -0.02    -0.00    0.00     -7.41    348.18  
47       0.19     14.41    575.69   -61.29   -68.27   -157.56  0.00     0.00     0.00     -1.15    -0.00    0.00     -12.39   275.02  
48       0.19     14.84    541.95   -63.36   -66.59   -152.76  0.00     0.00     0.00     -2.39    -0.01    0.00     -12.92   243.92  
49       0.22     14.90    535.45   -77.09   -70.39   -167.57  0.00     0.00     0.00     -0.19    -0.00    0.00     -19.02   201.19  
50       0.20     16.77    542.69   -62.89   -62.03   -179.10  0.00     0.00     0.00     -0.26    -0.00    0.00     11.26    249.68  
51       0.21     14.26    544.48   -79.09   -65.09   -164.83  0.00     0.00     0.00     -0.92    -0.00    0.00     0.61     235.16  
52       0.21     15.69    583.75   -60.10   -72.50   -171.47  0.00     0.00     0.00     -2.82    -0.00    0.00     -18.99   257.87  
